"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testNavigationPageLink","testNavigationPageLink()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testNavigationLink","testNavigationLink()",""
"passed","Tue May 13 21:10:44 GMT 2025","Tue May 13 21:10:45 GMT 2025","693","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testTextareaField","testTextareaField()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testTextInput","testTextInput()",""
"passed","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","1","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testCreateWorkerUsingConstructor","testCreateWorkerUsingConstructor()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testSelectOption","testSelectOption()",""
"broken","Tue May 13 21:10:49 GMT 2025","Tue May 13 21:10:50 GMT 2025","939","","ui.POM_FluentTest.WebFormFluentTest","","ui.POM_FluentTest.WebFormFluentTest","testWebFormFluentPage","testWebFormFluentPage()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testReturnLink","testReturnLink()",""
"passed","Tue May 13 21:10:33 GMT 2025","Tue May 13 21:10:34 GMT 2025","759","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testSlowCalculatorLink","testSlowCalculatorLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.LoginFormTestPOM","","ui.POM.LoginFormTestPOM","loginFormTest","loginFormTest()",""
"passed","Tue May 13 21:10:42 GMT 2025","Tue May 13 21:10:44 GMT 2025","1885","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testFormSubmission","testFormSubmission()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testMouseOverLink","testMouseOverLink()",""
"passed","Tue May 13 21:10:35 GMT 2025","Tue May 13 21:10:35 GMT 2025","721","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testDrawInCanvasLink","testDrawInCanvasLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testColorPicker","testColorPicker()",""
"broken","Tue May 13 21:10:47 GMT 2025","Tue May 13 21:10:48 GMT 2025","655","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testFileUpload","testFileUpload()",""
"passed","Tue May 13 21:10:36 GMT 2025","Tue May 13 21:10:37 GMT 2025","628","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testHeader","testHeader()",""
"passed","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","17","","ui.BilderTests.LoginLombokTest","","ui.BilderTests.LoginLombokTest","testCreateUserUsingBuilder","testCreateUserUsingBuilder()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testWebFormLink","testWebFormLink()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testLoadingImagesLink","testLoadingImagesLink()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testHeader","testHeader()",""
"passed","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","1","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testCreateWorkerUsingBuilder","testCreateWorkerUsingBuilder()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testDropdownMenuLink","testDropdownMenuLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.HomePageLinkTestWithPOM","","ui.POM.HomePageLinkTestWithPOM","testNavigationLink","testNavigationLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testRadioButton","testRadioButton()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testDrawInCanvasLink","testDrawInCanvasLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testReturnLink","testReturnLink()",""
"passed","Tue May 13 21:10:37 GMT 2025","Tue May 13 21:10:38 GMT 2025","663","","ui.POM_Factory.LoginFormTest","","ui.POM_Factory.LoginFormTest","testHeaderComponents","testHeaderComponents()",""
"passed","Tue May 13 21:10:46 GMT 2025","Tue May 13 21:10:47 GMT 2025","796","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testReturnLink","testReturnLink()",""
"passed","Tue May 13 21:10:41 GMT 2025","Tue May 13 21:10:42 GMT 2025","805","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testSelectOption","testSelectOption()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testTextInput","testTextInput()",""
"passed","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testCloneAndModifySalary","testCloneAndModifySalary()",""
"passed","Tue May 13 21:10:32 GMT 2025","Tue May 13 21:10:32 GMT 2025","738","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testDropdownMenuLink","testDropdownMenuLink()",""
"passed","Tue May 13 21:10:48 GMT 2025","Tue May 13 21:10:48 GMT 2025","707","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testHeaderComponents","testHeaderComponents()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testTextareaField","testTextareaField()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testCheckbox","testCheckbox()",""
"passed","Tue May 13 21:10:45 GMT 2025","Tue May 13 21:10:46 GMT 2025","631","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testColorPicker","testColorPicker()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.selenide.LoginTest","","ui.selenide.LoginTest","successfulLoginTest","successfulLoginTest()",""
"passed","Tue May 13 21:10:39 GMT 2025","Tue May 13 21:10:40 GMT 2025","635","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testReadonlyInput","testReadonlyInput()",""
"passed","Tue May 13 21:10:30 GMT 2025","Tue May 13 21:10:31 GMT 2025","797","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testMouseOverLink","testMouseOverLink()",""
"passed","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","80","","baseTests.DebugPropertyTest","","baseTests.DebugPropertyTest","printSystemProperties","printSystemProperties()",""
"passed","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:29 GMT 2025","2394","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testDragAndDropLink","testDragAndDropLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testPasswordField","testPasswordField()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testSlowCalculatorLink","testSlowCalculatorLink()",""
"passed","Tue May 13 21:10:40 GMT 2025","Tue May 13 21:10:41 GMT 2025","704","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testRadioButton","testRadioButton()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","1","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testDisabledInput","testDisabledInput()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.HomePageLinkTestWithPOM","","ui.POM.HomePageLinkTestWithPOM","testDropdownMenuLink","testDropdownMenuLink()",""
"passed","Tue May 13 21:10:34 GMT 2025","Tue May 13 21:10:35 GMT 2025","689","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testHeaderComponents","testHeaderComponents()",""
"passed","Tue May 13 21:10:32 GMT 2025","Tue May 13 21:10:33 GMT 2025","847","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testNavigationPageLink","testNavigationPageLink()",""
"passed","Tue May 13 21:10:39 GMT 2025","Tue May 13 21:10:39 GMT 2025","677","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testPasswordField","testPasswordField()",""
"passed","Tue May 13 21:10:48 GMT 2025","Tue May 13 21:10:49 GMT 2025","649","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testDisabledInput","testDisabledInput()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testFileUpload","testFileUpload()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testPasswordField","testPasswordField()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testDisabledInput","testDisabledInput()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.HomePageLinkTestWithPOM","","ui.POM.HomePageLinkTestWithPOM","testWebFormLink","testWebFormLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testDateInput","testDateInput()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testReadonlyInput","testReadonlyInput()",""
"passed","Tue May 13 21:10:46 GMT 2025","Tue May 13 21:10:46 GMT 2025","729","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testDateInput","testDateInput()",""
"passed","Tue May 13 21:10:29 GMT 2025","Tue May 13 21:10:30 GMT 2025","749","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testNavigationLink","testNavigationLink()",""
"passed","Tue May 13 21:10:35 GMT 2025","Tue May 13 21:10:36 GMT 2025","761","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testWebFormLink","testWebFormLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testReadonlyInput","testReadonlyInput()",""
"passed","Tue May 13 21:10:38 GMT 2025","Tue May 13 21:10:39 GMT 2025","748","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testCheckbox","testCheckbox()",""
"passed","Tue May 13 21:10:31 GMT 2025","Tue May 13 21:10:32 GMT 2025","721","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testLoadingImagesLink","testLoadingImagesLink()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.LoginFormTest","","ui.oldTests.LoginFormTest","loginFormTest","loginFormTest()",""
"passed","Tue May 13 21:10:42 GMT 2025","Tue May 13 21:10:42 GMT 2025","718","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testTextInput","testTextInput()",""
"passed","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","3","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testChangeSalaryUsingToBuilder","testChangeSalaryUsingToBuilder()",""
"skipped","Tue May 13 21:10:50 GMT 2025","Tue May 13 21:10:50 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testDragAndDropLink","testDragAndDropLink()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testTextareaField","testTextareaField()",""
"skipped","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testFormSubmission","testFormSubmission()",""
"passed","Tue May 13 21:10:27 GMT 2025","Tue May 13 21:10:27 GMT 2025","2","","ui.BilderTests.LoginLombokTest","","ui.BilderTests.LoginLombokTest","testChangePasswordUsingToBuilder","testChangePasswordUsingToBuilder()",""
"broken","Tue May 13 21:10:37 GMT 2025","Tue May 13 21:10:37 GMT 2025","642","","ui.POM_Factory.LoginFormTest","","ui.POM_Factory.LoginFormTest","testLogin","testLogin()",""
