"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu May 15 19:05:25 GMT 2025","Thu May 15 19:05:25 GMT 2025","0","","ui.POM.LoginFormTestPOM","","ui.POM.LoginFormTestPOM","loginFormTest","loginFormTest()",""
"skipped","Thu May 15 19:05:25 GMT 2025","Thu May 15 19:05:25 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testSelectOption","testSelectOption()",""
"skipped","Thu May 15 19:05:25 GMT 2025","Thu May 15 19:05:25 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testRadioButton","testRadioButton()",""
"passed","Thu May 15 19:05:24 GMT 2025","Thu May 15 19:05:24 GMT 2025","1","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testCloneAndModifySalary","testCloneAndModifySalary()",""
"skipped","Thu May 15 19:05:52 GMT 2025","Thu May 15 19:05:52 GMT 2025","0","","ui.oldTests.LoginFormTest","","ui.oldTests.LoginFormTest","loginFormTest","loginFormTest()",""
"passed","Thu May 15 19:05:46 GMT 2025","Thu May 15 19:05:46 GMT 2025","689","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testColorPicker","testColorPicker()",""
"passed","Thu May 15 19:05:43 GMT 2025","Thu May 15 19:05:45 GMT 2025","1991","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testFormSubmission","testFormSubmission()",""
"passed","Thu May 15 19:05:24 GMT 2025","Thu May 15 19:05:24 GMT 2025","1","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testCreateWorkerUsingBuilder","testCreateWorkerUsingBuilder()",""
"passed","Thu May 15 19:05:24 GMT 2025","Thu May 15 19:05:24 GMT 2025","4","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testChangeSalaryUsingToBuilder","testChangeSalaryUsingToBuilder()",""
"skipped","Thu May 15 19:05:52 GMT 2025","Thu May 15 19:05:52 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testSlowCalculatorLink","testSlowCalculatorLink()",""
