"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 13 17:41:22 GMT 2025","Tue May 13 17:41:22 GMT 2025","450","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testMouseOverLink","testMouseOverLink()",""
"broken","Tue May 13 17:41:23 GMT 2025","Tue May 13 17:41:24 GMT 2025","417","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testSlowCalculatorLink","testSlowCalculatorLink()",""
"passed","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","1","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testCreateWorkerUsingConstructor","testCreateWorkerUsingConstructor()",""
"skipped","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testLoadingImagesLink","testLoadingImagesLink()",""
"skipped","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testSlowCalculatorLink","testSlowCalculatorLink()",""
"broken","Tue May 13 17:41:28 GMT 2025","Tue May 13 17:41:28 GMT 2025","401","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testRadioButton","testRadioButton()",""
"broken","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:21 GMT 2025","1603","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testDragAndDropLink","testDragAndDropLink()",""
"skipped","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testWebFormLink","testWebFormLink()",""
"broken","Tue May 13 17:41:25 GMT 2025","Tue May 13 17:41:25 GMT 2025","391","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testHeader","testHeader()",""
"skipped","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testDisabledInput","testDisabledInput()",""
"skipped","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testHeader","testHeader()",""
"passed","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","4","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testChangeSalaryUsingToBuilder","testChangeSalaryUsingToBuilder()",""
"passed","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","1","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testCreateWorkerUsingBuilder","testCreateWorkerUsingBuilder()",""
"skipped","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","0","","ui.oldTests.LoginFormTest","","ui.oldTests.LoginFormTest","loginFormTest","loginFormTest()",""
"skipped","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testDropdownMenuLink","testDropdownMenuLink()",""
"broken","Tue May 13 17:41:27 GMT 2025","Tue May 13 17:41:27 GMT 2025","419","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testPasswordField","testPasswordField()",""
"skipped","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testReadonlyInput","testReadonlyInput()",""
"broken","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","388","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testDisabledInput","testDisabledInput()",""
"skipped","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","0","","ui.POM.LoginFormTestPOM","","ui.POM.LoginFormTestPOM","loginFormTest","loginFormTest()",""
"broken","Tue May 13 17:41:24 GMT 2025","Tue May 13 17:41:24 GMT 2025","451","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testHeaderComponents","testHeaderComponents()",""
"skipped","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","0","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testReadonlyInput","testReadonlyInput()",""
"skipped","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","0","","ui.POM.HomePageLinkTestWithPOM","","ui.POM.HomePageLinkTestWithPOM","testDropdownMenuLink","testDropdownMenuLink()",""
"broken","Tue May 13 17:41:21 GMT 2025","Tue May 13 17:41:22 GMT 2025","457","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testNavigationLink","testNavigationLink()",""
"skipped","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testFormSubmission","testFormSubmission()",""
"skipped","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","0","","ui.selenide.LoginTest","","ui.selenide.LoginTest","successfulLoginTest","successfulLoginTest()",""
"passed","Tue May 13 17:41:19 GMT 2025","Tue May 13 17:41:19 GMT 2025","2","","ui.BilderTests.LoginLombokTest","","ui.BilderTests.LoginLombokTest","testChangePasswordUsingToBuilder","testChangePasswordUsingToBuilder()",""
"broken","Tue May 13 17:41:32 GMT 2025","Tue May 13 17:41:32 GMT 2025","416","","ui.POM_FluentTest.WebFormFluentTest","","ui.POM_FluentTest.WebFormFluentTest","testWebFormFluentPage","testWebFormFluentPage()",""
