"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 15 17:35:43 GMT 2025","Thu May 15 17:35:44 GMT 2025","723","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testHeaderComponents","testHeaderComponents()",""
"skipped","Thu May 15 17:36:00 GMT 2025","Thu May 15 17:36:00 GMT 2025","3","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testTextareaField","testTextareaField()",""
"passed","Thu May 15 17:35:49 GMT 2025","Thu May 15 17:35:49 GMT 2025","806","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testPasswordField","testPasswordField()",""
"skipped","Thu May 15 17:36:00 GMT 2025","Thu May 15 17:36:00 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testNavigationPageLink","testNavigationPageLink()",""
"skipped","Thu May 15 17:35:34 GMT 2025","Thu May 15 17:35:34 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testReadonlyInput","testReadonlyInput()",""
"passed","Thu May 15 17:35:34 GMT 2025","Thu May 15 17:35:34 GMT 2025","16","","ui.BilderTests.LoginLombokTest","","ui.BilderTests.LoginLombokTest","testCreateUserUsingBuilder","testCreateUserUsingBuilder()",""
"skipped","Thu May 15 17:36:00 GMT 2025","Thu May 15 17:36:00 GMT 2025","0","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testDisabledInput","testDisabledInput()",""
"passed","Thu May 15 17:35:37 GMT 2025","Thu May 15 17:35:38 GMT 2025","859","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testNavigationLink","testNavigationLink()",""
"skipped","Thu May 15 17:36:00 GMT 2025","Thu May 15 17:36:00 GMT 2025","0","","ui.oldTests.HomePageLinkTest","","ui.oldTests.HomePageLinkTest","testSlowCalculatorLink","testSlowCalculatorLink()",""
"passed","Thu May 15 17:35:56 GMT 2025","Thu May 15 17:35:57 GMT 2025","824","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testDateInput","testDateInput()",""
"passed","Thu May 15 17:35:34 GMT 2025","Thu May 15 17:35:34 GMT 2025","89","","baseTests.DebugPropertyTest","","baseTests.DebugPropertyTest","printSystemProperties","printSystemProperties()",""
"passed","Thu May 15 17:35:40 GMT 2025","Thu May 15 17:35:41 GMT 2025","834","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testDropdownMenuLink","testDropdownMenuLink()",""
"skipped","Thu May 15 17:35:34 GMT 2025","Thu May 15 17:35:34 GMT 2025","0","","ui.POM.HomePageLinkTestWithPOM","","ui.POM.HomePageLinkTestWithPOM","testWebFormLink","testWebFormLink()",""
"skipped","Thu May 15 17:35:34 GMT 2025","Thu May 15 17:35:34 GMT 2025","0","","ui.POM.HomePageLinkTestWithPOM","","ui.POM.HomePageLinkTestWithPOM","testDropdownMenuLink","testDropdownMenuLink()",""
"skipped","Thu May 15 17:35:34 GMT 2025","Thu May 15 17:35:34 GMT 2025","0","","ui.POM.WebFormTestWithPOM","","ui.POM.WebFormTestWithPOM","testSelectOption","testSelectOption()",""
