"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 16 01:14:05 GMT 2025","Fri May 16 01:14:06 GMT 2025","679","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testFileUpload","testFileUpload()",""
"broken","Fri May 16 01:14:08 GMT 2025","Fri May 16 01:14:25 GMT 2025","16833","","ui.selenide.LoginTest","","ui.selenide.LoginTest","successfulLoginTest","successfulLoginTest()",""
"passed","Fri May 16 01:13:52 GMT 2025","Fri May 16 01:13:52 GMT 2025","700","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testHeaderComponents","testHeaderComponents()",""
"passed","Fri May 16 01:14:04 GMT 2025","Fri May 16 01:14:05 GMT 2025","779","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testReturnLink","testReturnLink()",""
"passed","Fri May 16 01:14:04 GMT 2025","Fri May 16 01:14:04 GMT 2025","709","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testDateInput","testDateInput()",""
"broken","Fri May 16 01:14:27 GMT 2025","Fri May 16 01:14:27 GMT 2025","280","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testDisabledInput","testDisabledInput()",""
"passed","Fri May 16 01:13:45 GMT 2025","Fri May 16 01:13:45 GMT 2025","4","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testChangeSalaryUsingToBuilder","testChangeSalaryUsingToBuilder()",""
"broken","Fri May 16 01:14:25 GMT 2025","Fri May 16 01:14:26 GMT 2025","284","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testPasswordField","testPasswordField()",""
"passed","Fri May 16 01:13:50 GMT 2025","Fri May 16 01:13:51 GMT 2025","851","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testNavigationPageLink","testNavigationPageLink()",""
"passed","Fri May 16 01:13:45 GMT 2025","Fri May 16 01:13:45 GMT 2025","1","","ui.BilderTests.WorkerLombokTest","","ui.BilderTests.WorkerLombokTest","testCreateWorkerUsingConstructor","testCreateWorkerUsingConstructor()",""
"passed","Fri May 16 01:13:45 GMT 2025","Fri May 16 01:13:47 GMT 2025","2266","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testDragAndDropLink","testDragAndDropLink()",""
"broken","Fri May 16 01:14:26 GMT 2025","Fri May 16 01:14:27 GMT 2025","279","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testReturnLink","testReturnLink()",""
"passed","Fri May 16 01:13:48 GMT 2025","Fri May 16 01:13:49 GMT 2025","769","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testLoadingImagesLink","testLoadingImagesLink()",""
"passed","Fri May 16 01:13:58 GMT 2025","Fri May 16 01:13:58 GMT 2025","608","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testReadonlyInput","testReadonlyInput()",""
"passed","Fri May 16 01:13:48 GMT 2025","Fri May 16 01:13:48 GMT 2025","789","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testMouseOverLink","testMouseOverLink()",""
"passed","Fri May 16 01:14:00 GMT 2025","Fri May 16 01:14:00 GMT 2025","722","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testTextInput","testTextInput()",""
"passed","Fri May 16 01:14:06 GMT 2025","Fri May 16 01:14:07 GMT 2025","610","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testDisabledInput","testDisabledInput()",""
"passed","Fri May 16 01:14:03 GMT 2025","Fri May 16 01:14:04 GMT 2025","641","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testColorPicker","testColorPicker()",""
"passed","Fri May 16 01:14:00 GMT 2025","Fri May 16 01:14:02 GMT 2025","1865","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testFormSubmission","testFormSubmission()",""
"passed","Fri May 16 01:13:57 GMT 2025","Fri May 16 01:13:58 GMT 2025","728","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testPasswordField","testPasswordField()",""
"passed","Fri May 16 01:13:49 GMT 2025","Fri May 16 01:13:50 GMT 2025","740","","ui.POM_Factory.HomePageTest","","ui.POM_Factory.HomePageTest","testDropdownMenuLink","testDropdownMenuLink()",""
"passed","Fri May 16 01:13:59 GMT 2025","Fri May 16 01:14:00 GMT 2025","826","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testSelectOption","testSelectOption()",""
"passed","Fri May 16 01:14:07 GMT 2025","Fri May 16 01:14:08 GMT 2025","1178","","ui.POM_FluentTest.WebFormFluentTest","","ui.POM_FluentTest.WebFormFluentTest","testWebFormFluentPage","testWebFormFluentPage()",""
"passed","Fri May 16 01:13:55 GMT 2025","Fri May 16 01:13:56 GMT 2025","693","","ui.POM_Factory.LoginFormTest","","ui.POM_Factory.LoginFormTest","testHeaderComponents","testHeaderComponents()",""
"broken","Fri May 16 01:14:26 GMT 2025","Fri May 16 01:14:26 GMT 2025","277","","ui.selenide.WebFormTest","","ui.selenide.WebFormTest","testTextInput","testTextInput()",""
"passed","Fri May 16 01:14:06 GMT 2025","Fri May 16 01:14:06 GMT 2025","683","","ui.POM_Factory.WebFormTest","","ui.POM_Factory.WebFormTest","testHeaderComponents","testHeaderComponents()",""
